doi,title,abstract,authors,venue,year,citations,url,pdf_url,paperId
10.22161/ijaers.4.8.6,A Secure IoT Data Integration in Cloud Storage Systems using ABAC Access Control Policy,"Internet of Things has become one of the most emerging technologies now days, which is growing rapidly in the telecommunications field.It is as a network of physical objects, peoples, vehicles, buildings, and other items, which are having a unique identity and are able to interchange data using embedded electronics, sensors, and software equipment to reach common goals.The large scale of real time data collected and exchanged between objects in IoT grows exponentially which represent a big challenge in term of storing and processing.Cloud Computing has emerged as a key technology to solve the problem of IoT data storage and processing by offering multiple choices of resources provided by cloud service provider, including storage, processing, memory and network bandwidth.Nevertheless, as many other technologies, Cloud computing has some issues regarding IoT data storage.One of the major issues is Security and Privacy.In this paper, we will present a proposed architecture for a Secure IoT data integration in Cloud Storage Systems.",Ismail Chahid; Abderrahim Marzouk,International Journal of Advanced Engineering Research and Science,2017,5,https://openalex.org/W2746927218,https://ijaers.com/uploads/issue_files/6 IJAERS-MAY-2017-55-A Secure IoT Data Integration.pdf,W2746927218
,Αξιολόγηση των γλωσσών αποτύπωσης πολιτικών ασφάλειας (γλώσσα XACML) και υλοποίηση μιας πρότυπης πολιτικής ασφάλειας,"Θέμα της διπλωματικής εργασίας είναι η μελέτη και αξιολόγηση της γλώσσας αποτύπωσης πολιτικών ασφαλείας XACML, καθώς και η χρήση της για υλοποίηση μιας πρότυπης πολιτικής ασφάλειας, που ρυθμίζει τον έλεγχο πρόσβασης των χρηστών σε ένα Πληροφοριακό Σύστημα στον χώρο της Υγείας. Η εργασία ακολουθεί της εξής δόμηση. To 1ο κεφάλαιο παρέχει μια εισαγωγή στο επιστημονικό πεδίο του ελέγχου πρόσβασης και στο OASIS πρότυπο extensible Access Control Markup Language (XACML) V3.0. Παρουσιάζεται επίσης το μοντέλο Attribute Based Access Control (ABAC), που υποστηρίζεται από το πρότυπο XACML. Το 2ο κεφάλαιο ασχολείται με τα βασικά στοιχεία που απαρτίζουν ένα Πληροφοριακό Σύστημα Υγείας, όπως οι διαφορετικού είδους χρήστες και η μορφή και ο τύπος των πόρων του συστήματος. Επιπρόσθετα, παρουσιάζεται το περιβάλλον WSO2 Identity Server, που χρησιμοποιήθηκε για την ανάπτυξη της πολιτικής ασφάλειας του συστήματος. Το 3ο κεφάλαιο αναλύει την συνολική πολιτική ασφάλειας που αναπτύχθηκε, καθώς και τις επιμέρους πολιτικές ασφάλειας, που αυτή περιλαμβάνει, και τυγχάνουν εφαρμογής για αιτήματα συγκεκριμένων ρόλων χρηστών. Παρουσιάζεται, επίσης, η απόκριση του Πληροφοριακού Συστήματος σε διάφορα αιτήματα πρόσβασης και επαληθεύεται με αυτόν το τρόπο η ορθότητα της υλοποίησης. Το 4ο κεφάλαιο ολοκληρώνει την εργασία αξιολογώντας την γλώσσα XACML και κατ' επέκταση το πρότυπο.",Μαρία Ι. Καφρίτσα,Dione (University of Piraeus),2015,0,https://openalex.org/W3136111217,http://dione.lib.unipi.gr/xmlui/handle/unipi/6392,W3136111217
10.3390/s20154341,Evaluation of an IoT Application-Scoped Access Control Model over a Publish/Subscribe Architecture Based on FIWARE,"The Internet of Things (IoT) brings plenty of opportunities to enhance society’s activities, from improving a factory’s production chain to facilitating people’s household tasks. However, it has also brought new security breaches, compromising privacy and authenticity. IoT devices are vulnerable to being accessed from the Internet; they lack sufficient resources to face cyber-attack threats. Keeping a balance between access control and the devices’ resource consumption has become one of the highest priorities of IoT research. In this paper, we evaluate an access control architecture based on the IAACaaS (IoT application-Scoped Access Control as a Service) model with the aim of protecting IoT devices that communicate using the Publish/Subscribe pattern. IAACaaS is based on the OAuth 2.0 authorization framework, which externalizes the identity and access control infrastructure of applications. In our evaluation, we implement the model using FIWARE Generic Enablers and deploy them for a smart buildings use case with a wireless communication. Then, we compare the performance of two different approaches in the data-sharing between sensors and the Publish/Subscribe broker, using Constrained Application Protocol (CoAP) and Hypertext Transfer Protocol (HTTP) protocols. We conclude that the integration of Publish/Subscribe IoT deployments with IAACaaS adds an extra layer of security and access control without compromising the system’s performance.",Alejandro Pozo; Álvaro Alonso; Joaquín Salvachúa,Sensors,2020,7,https://openalex.org/W3047371057,https://www.mdpi.com/1424-8220/20/15/4341/pdf?version=1596709220,W3047371057
10.1109/icdh52753.2021.00016,"Secure Cloud EHR with Semantic Access Control, Searchable Encryption and Attribute Revocation","To ensure a secure Cloud-based Electronic Health Record (EHR) system, we need to encrypt data and impose field-level access control to prevent malicious usage. Since the attributes of the Users will change with time, the encryption policies adopted may also vary. For large EHR systems, it is often necessary to search through the encrypted data in realtime and perform client-side computations without decrypting all patient records. This paper describes our novel cloud-based EHR system that uses Attribute Based Encryption (ABE) combined with Semantic Web technologies to facilitate differential access to an EHR, thereby ensuring only Users with valid attributes can access a particular field of the EHR. The system also includes searchable encryption using keyword index and search trapdoor, which allows querying EHR fields without decrypting the entire patient record. The attribute revocation feature is efficiently managed in our EHR by delegating the revision of the secret key and ciphertext to the Cloud Service Provider (CSP). Our methodology incorporates advanced security features that eliminate malicious use of EHR data and contributes significantly towards ensuring secure digital health systems on the Cloud.",Redwan Walid; Karuna Pande Joshi; Seung Geol Choi,,2021,6,https://openalex.org/W3187669917,http://hdl.handle.net/11603/22329,W3187669917
10.5383/juspn.16.02.006,"Access Control Metamodels: Review, Critical Analysis, and Research Issues","The new generation of networking environments such as the internet of things (IoT), cloud computing, etc. is emerging and releases new prospects to traditional information systems by merging new technologies and services for seamless access to information sources at anytime and anywhere. Concurrently, this emergence opens new threats to information security and new challenges to controlling access to resources. To ensure security, several techniques have been employed, and access control (AC) is one of the essential security requirements especially for recent networking environments. Various authentication and AC methods are proposed to enforce AC policy and to prevent any unauthorized access to logical/physical assets. The continuous technology upgrades and the diversity of AC models force the need to find AC metamodels with a higher level of abstraction that serves as a unifying framework for specifying any AC policy. AC metamodels are proposed to encompass AC features and are used to derive various instances of AC models and methods. In this paper we review the proposed AC metamodels and their implementation scenarios, we analyze them, their objectives, their limitations, and present current research issues and open questions that still need to be addressed.",Nadine Kashmar; Mehdi Adda; Hussein Ibrahim; Xenofon Eg Petrakis; Koundourakis; Kamalendu Pal; Ansar-Ul-Haque Yasar; Jun Ho Huh; B Rakesh; Tom Bobba; David Markham; Julie Nicol; Alex Hull; Himanshu Chernoguzov; Kevin Khurana; Jingwei Staggs; Huang; Sowmya Ravidas; Alexios Lekidis; Federica Paci; Nicola Zannone; Mehdi Sookhak; Richard Yu; Muhammad Khurram Khan; Yang Xiang; Rajkumar Buyya; Mirna Atieh; Mohammed Ennahbaoui; Said Elhajji; Sandhu; Coyne; Hl Feinstein; Edwin Okoampa; Boadu; Gabriel Kofi; Armah; Ameziane Abdeljebar; Anas Hassani; Abou El; Adel Kalam; Ryma Bouhoula; Abdellah Abassi; Ait Ouahman; Khalifa Toumi; Csar Andrs; Ana Cavalli; Linda Aliane; Richard Kuhn; Edward Coyne; Timothy Weil; Qasim Mahmood Rajpoot; Christian Jensen; Ram Krishnan; Hui Qi; Xiaoqiang Di; Jinqing Li; Fatemeh Nazerian; Homayun Motameni; Hossein Nematzadeh; Gardiyawasam Harsha; Vladimir Pussewalage; Oleshchuk; Sad Assar; David Ferraiolo; Vijay Atluri; Steve Barker; Nadera Slimani; Hemanth Khambhammettu; Adi Kamel; Luigi Logrippo; Sandra Alves; Anatoli Degtyarev; Maribel Fernndez; Jamal Abd-Ali; Karim Guemhioui; Clara Bertolissi; Salim Khamadja,Journal of Ubiquitous Systems and Pervasive Networks,2022,5,https://openalex.org/W4293108487,https://doi.org/10.5383/juspn.16.02.006,W4293108487
10.1186/s13635-017-0065-4,A new approach for managing Android permissions: learning users’ preferences,"Abstract Today, permissions management solutions on mobile devices employ Identity Based Access Control (IBAC) models. If this approach was suitable when people had only a few games (like Snake or Tetris) installed on their mobile phones, the current situation is different. A survey from Google in 2013 showed that, on average, french users have installed 32 applications on their Android smartphones. As a result, these users must manage hundreds of permissions to protect their privacy. Scalability of IBAC is a well-known issue and many more advanced access control models have introduced abstractions to cope with this problem. However, such models are more complex to handle by non-technical users. Thus, we present a permission management system for Android devices that (1) learns users’ privacy preferences with a novel learning algorithm, (2) proposes them abstract authorization rules, and (3) provides advanced features to manage these high-level rules. Our learning algorithm is compared to two other well-known approaches to show its efficiency. Finally, we prove this whole approach is more efficient than current permission management system by comparing it to Privacy Guard Manager.",Arnaud Oglaza; Romain Laborde; Pascale Zaraté; Abdelmalek Benzekri; François Barrère,EURASIP Journal on Information Security,2017,9,https://openalex.org/W2734842227,https://jis-eurasipjournals.springeropen.com/track/pdf/10.1186/s13635-017-0065-4,W2734842227
10.1145/3589608.3593837,Privacy-Preserving Multi-Party Access Control for Third-Party UAV Services,"Third-Party Unmanned Aerial Vehicle (UAV) Services, a.k.a. Drone-as-a-Service (DaaS), are an increasingly adopted business model, which enables possibly unskilled users, with no background knowledge, to operate drones and run automated drone-based tasks. Although these services provide significant advantages, the resources provided by drones are typically owned by multiple parties. Thus, Third-Party UAV services require adopting multi-party access control solutions. In this context, the leakage of the access control policies specified by the data owners might disclose confidential information and, thus, they should be protected as well. In this work, we propose a privacy-preserving multi-party access control solution tailored to the application scenarios of Third-Party UAV Services. Our solution advances an existing privacy-preserving multi-party access control framework based on Secure Function Evaluation to fit the distributed and heterogeneous nature of drone deployments. Through an extensive experimental evaluation, we demonstrate our solution can perform private policy evaluation on constrained devices in a reasonable time while requiring limited communication, memory, and energy overhead.",Dominik Roy George; Savio Sciancalepore; Nicola Zannone,,2023,6,https://openalex.org/W4377967835,https://dl.acm.org/doi/pdf/10.1145/3589608.3593837,W4377967835
10.1155/2021/8686469,Systematic Analysis of Artificial Intelligence-Based Platforms for Identifying Governance and Access Control,"Artificial intelligence (AI) has become omnipotent with its variety of applications and advantages. Considering the other side of the coin, the eruption of technology has created situations that need more caution about the safety and security of data and systems at all levels. Thus, to hedge against the growing threats of cybersecurity, the need for a robust AI platform supported by machine learning and other supportive technologies is well recognized by organizations. AI is a much sought-after topic, and there is extolling literature available in repositories. Hence, a systematic arrangement of the literature that can help identify the right AI platform that can provide identity governance and access control is the need of the hour. Having this background, the present study is commissioned a Systematic Literature Review (SLR) to accomplish the necessity. Literature related to AI and Identity and Access Management (IAM) is collected from renowned peer-reviewed digital libraries for systematic analysis and assessment purposes using the systematic review guidelines. Thus, the final list of articles relevant to the framed research questions related to the study topic is fetched and is reviewed thoroughly. For the proposed systematic research work, the literature reported during the period ranging from 2016 to 2021 (a portion of 2021 is included) is analyzed and a total of 43 papers were depicted more relevant to the selected research domain. These articles were accumulated from ProQuest, Scopus, Taylor &amp; Franics, Science Direct, and Wiley online repositories. The article's contribution can supplement the AI-based IAM information and steer the entities of diverse sectors concerning seamless implementation. Appropriate suggestions are proposed to encourage research work in the required fields.",Mohammad Kamel Alomari; Habib Ullah Khan; Sulaiman Khan; Alanoud Al‐Maadid; Zaki Abushawish; Helmi Hammami,Security and Communication Networks,2021,8,https://openalex.org/W4200595429,https://downloads.hindawi.com/journals/scn/2021/8686469.pdf,W4200595429
10.48550/arxiv.2505.13861,hChain 4.0: A Secure and Scalable Permissioned Blockchain for EHR Management in Smart Healthcare,"The growing utilization of Internet of Medical Things (IoMT) devices, including smartwatches and wearable medical devices, has facilitated real-time health monitoring and data analysis to enhance healthcare outcomes. These gadgets necessitate improved security measures to safeguard sensitive health data while tackling scalability issues in real-time settings. The proposed system, hChain 4.0, employs a permissioned blockchain to provide a secure and scalable data infrastructure designed to fulfill these needs. This stands in contrast to conventional systems, which are vulnerable to security flaws or rely on public blockchains, constrained by scalability and expense. The proposed approach introduces a high-privacy method in which health data are encrypted using the Advanced Encryption Standard (AES) for time-efficient encryption, combined with Partial Homomorphic Encryption (PHE) to enable secure computations on encrypted data, thereby enhancing privacy. Moreover, it utilizes private channels that enable isolated communication and ledger between stakeholders, ensuring robust privacy while supporting collaborative operations. The proposed framework enables anonymized health data sharing for medical research by pseudonymizing patient identity. Additionally, hChain 4.0 incorporates Attribute-Based Access Control (ABAC) to provide secure electronic health record (EHR) sharing among authorized parties, where ABAC ensures fine-grained permission management vital for multi-organizational healthcare settings. Experimental assessments indicate that the proposed approach achieves higher scalability, cost-effectiveness, and validated security.",Musharraf N. Alruwaill; Saraju P. Mohanty; Elias Kougianos,arXiv (Cornell University),2025,0,https://openalex.org/W4415020675,https://arxiv.org/pdf/2505.13861,W4415020675
10.3390/e26010045,Revocable and Traceable Undeniable Attribute-Based Encryption in Cloud-Enabled E-Health Systems,"The emerging cloud storage technology has significantly improved efficiency and productivity in the traditional electronic healthcare field. However, it has also brought about many security concerns. Ciphertext policy attribute-based encryption (CP-ABE) holds immense potential in achieving fine-grained access control, providing robust security for electronic healthcare data in the cloud. However, current CP-ABE schemes still face issues such as inflexible attribute revocation, relatively lower computational capabilities, and key management. To address these issues, this paper introduces a revocable and traceable undeniable ciphertext policy attribute-based encryption scheme (MA-RUABE). MA-RUABE not only enables fast and accurate data traceability, effectively preventing malicious user key leakage, but also includes a direct revocation feature, significantly enhancing computational efficiency. Furthermore, the introduction of a multi-permission mechanism resolves the issue of centralization of power caused by single-attribute permissions. Furthermore, a security analysis demonstrates that our system ensures resilience against chosen plaintext attacks. Experimental results demonstrate that MA-RUABE incurs lower computational overhead, effectively enhancing system performance and ensuring data-sharing security in cloud-based electronic healthcare systems.",Zhongxiang He; Yuling Chen; Yun Luo; Lingyun Zhang; Yingying Tang,Entropy,2023,8,https://openalex.org/W4390470916,https://www.mdpi.com/1099-4300/26/1/45/pdf?version=1704016439,W4390470916
10.4018/joeuc.323192,Application of Internet of Things and Blockchain in Information Security and Privacy Protection of Global Organizations,"Access control data will continue to be exposed to the threat of privacy leakage even if blockchain technology currently offers a new solution for the security and privacy of the internet of things (IoT). However, its usability and privacy are not completely leveraged. This paper first discusses the IoT and blockchain technology and then examines each technology's structural models in order to address the issue of information security and privacy protection for the global organization IoT based on blockchain. Second, the information security and privacy guarantee system based on blockchain is built with ZKP and TEE at its heart after problems with zero-knowledge proof (ZKP) and trusted execution environment (TEE) in information security guarantee based on blockchain are investigated. By comparing the simulation trials, the proposed system's viability is finally confirmed. The results demonstrate that the suggested algorithm's evidence generation time is 352 ms when it reaches the experiment's highest node 28, which is clearly faster than previous techniques.",Shuya Fang; Qingquan Liu; Fengrui Zhang; Ningyan Chen; Xin Li,Journal of Organizational and End User Computing,2023,9,https://openalex.org/W4377103946,https://www.igi-global.com/ViewTitle.aspx?TitleId=323192&isxn=9781668492604,W4377103946
10.3390/s23063363,Enhancing Microservices Security with Token-Based Access Control Method,"Microservices are compact, independent services that work together with other microservices to support a single application function. Organizations may quickly deliver high-quality applications using the effective design pattern of the application function. Microservices allow for the alteration of one service in an application without affecting the other services. Containers and serverless functions, two cloud-native technologies, are frequently used to create microservices applications. A distributed, multi-component program has a number of advantages, but it also introduces new security risks that are not present in more conventional monolithic applications. The objective is to propose a method for access control that ensures the enhanced security of microservices. The proposed method was experimentally tested and validated in comparison to the centralized and decentralized architectures of the microservices. The obtained results showed that the proposed method enhanced the security of decentralized microservices by distributing the access control responsibility across multiple microservices within the external authentication and internal authorization processes. This allows for easy management of permissions between microservices and can help prevent unauthorized access to sensitive data and resources, as well as reduce the risk of attacks on microservices.",Algimantas Venčkauskas; Donatas Kukta; Šarūnas Grigaliūnas; Rasa Brūzgienė,Sensors,2023,8,https://openalex.org/W4360616745,https://www.mdpi.com/1424-8220/23/6/3363/pdf?version=1679499508,W4360616745
10.3390/electronics13050974,State-of-the-Art and New Challenges in 5G Networks with Blockchain Technology,"As mobile communications transform, 5G technology can potentially change many industries and businesses. The change will have a great influence across many fields, such as the automotive, healthcare, and manufacturing sectors. This paper aims to review the existing applications of blockchain technology in providing 5G network security and identify new possibilities for such security solutions. We consider different aspects of blockchain in 5G, particularly data transmission, access control, and applications including vertical industry-oriented applications and specific solutions supporting such sectors of economic activity. The paper briefly describes modern technologies in 5G networks and introduces blockchain’s properties and different aspects of using such technology in practical applications. It also presents access control management with blockchain applied in 5G and related problems, reviews other blockchain-enforced network technologies, and shows how blockchain can help in services dedicated to vertical industries. Finally, it presents our vision of new blockchain applications in modern 5G networks and beyond. The new-generation networks use two fundamental technologies, slicing and virtualization, and attackers attempt to execute new types of attacks on them. In the paper, we discuss one of the possible scenarios exhibiting the shortcomings of the slicing technology architecture. We propose using blockchain technology to create new slices and to connect new or existing subscribers to slices in the 5G core network. Blockchain technology should solve these architectural shortcomings.",Serhii Onopa; Zbigniew Kotulski,Electronics,2024,12,https://openalex.org/W4392381138,https://www.mdpi.com/2079-9292/13/5/974/pdf?version=1709532310,W4392381138
10.20895/inista.v2i2.124,Desain Digital Right Management (DRM) Untuk Perangkat Lunak Berbasis Desktop Menggunakan Teknik Mutual Authentication,"Software yang tergolong sebagai aplikasi desktop cukup rentan dari bentuk pembajakan. Pembajakan terhadap software sangat mudah yaitu dengan cara menduplikat software tersebut. Untuk menanggulangi permasalahan duplikasi data tersbut maka dibutuhkan mekanisme perlindungan data yang disebut sebagai Digital Right Management (DRM). Beberapa pihak pembuat software telah menerapkan teknik-teknik DRM contohnya dengan menggunakan Public Key Infrasturktur (PKI), kemudian dengan teknik penggunaan kode lisensi, serta Attribute Based Access Control (ABAC).Sedangkan penelitian kami saat ini melakukan pendekatan lain dalam pembuatan DRM yaitu menggunakan teknik rekayasa protokol jaringan yang disebut dengan proses Mutual Authenticataion atau autentikasi dua arah. Pada tahun 2004 Philips menerbitkan sebuah dokumen dan protokol yang digunakan untuk komunikasi smart card dan reader-nya. Protokol yang dibuat oleh Philips di dalamnya terdapat proses Mutual Authentication Pada penelitian ini penulis mengadopsi protokol tersebut untuk diterapkan sebagai DRM. Hasil penelitian kami dapat membuktikan secara matematis bahwa protokol hasil adopsi dan modifikasi tersebut mampu mengamankan komunikasi yang dilakukan antara client (software) dan server. Celah yang dapat ditanggulangi melalui protokol ini adalah celah kebocoran kunci, celah kebocoran autentikasi, dan celah kebocoran pertukaran data. Kelanjutan penelitian ini adalah pengujian availability dan performansi protokol.",Yoso Adi Setyoko,Journal of Informatics Information System Software Engineering and Applications (INISTA),2020,0,https://openalex.org/W3043687388,http://journal.ittelkom-pwt.ac.id/index.php/inista/article/download/124/63,W3043687388
10.1109/access.2020.3003574,PRESTvO: PRivacy Enabled Smartphone Based Access to Vehicle On-Board Units,"Smartphones are quickly moving toward complementing or even replacing\ntraditional car keys. We advocate a role-based access control policy mixed with\nattributes that facilitates access to various functionalities of vehicular\non-board units from smartphones. We use a rights-based access control policy\nfor in-vehicle functionalities similar to the case of a file allocation table\nof a contemporary OS, in which read, write or execute operations can be\nperformed over various vehicle functions. Further, to assure the appropriate\nsecurity, we develop a protocol suite using identity-based cryptography and we\nrely on group signatures that preserve the anonymity of group members for\nassuring privacy and traceability. To prove the feasibility of our approach, we\ndevelop a proof-of-concept implementation with modern smartphones, aftermarket\nAndroid head-units and test computational feasibility on a real-world\nin-vehicle controller. Our implementation relies on state-of-the-art\ncryptography, including traditional building blocks and more modern\npairing-friendly curves, that facilitate the adoption of group signatures and\nidentity-based cryptography in automotive-based scenarios.\n",Bogdan Groza; Tudor Andreica; Adriana Berdich; Pal-Stefan Murvay; Eugen Horatiu Gurban,IEEE Access,2020,12,https://openalex.org/W2988782479,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09121223.pdf,W2988782479
10.3390/math12172702,A Blockchain-Based Access Control System for Secure and Efficient Hazardous Material Supply Chains,"With the rapid expansion of global trade, the complexity and diversification of supply chains have become increasingly significant. In particular, the supply chain for hazardous materials, involving chemicals and explosives, requires stringent regulation. Managing the flow of these high-risk goods necessitates a reliable access control system to ensure safety and compliance. Traditional supply chain management systems often rely on centralized databases and record-keeping systems, which are prone to tampering and single points of failure, making them inadequate for current high-security demands. This paper combines blockchain technology with a hazardous materials supply chain model. In the blockchain network, our innovation lies in the introduction of a transaction coordinator to create transaction sets for each supply chain entity along with smart contracts to implement access control for these transaction sets. We also propose a new hazardous materials supply chain model architecture and conduct experimental verification using simulated hazardous materials supply chain data. Our experimental results show that the proposed method performs excellently in throughput and latency tests, demonstrating the potential to enhance the efficiency and security of supply chain management.",Yi Dai; Gehao Lu; Yijun Huang,Mathematics,2024,6,https://openalex.org/W4402051224,https://www.mdpi.com/2227-7390/12/17/2702/pdf?version=1724996313,W4402051224
10.3390/fi11030082,An Access Control Model for Preventing Virtual Machine Hopping Attack,"As a new type of service computing model, cloud computing provides various services through the Internet. Virtual machine (VM) hopping is a security issue often encountered in the virtualization layer. Once it occurs, it directly affects the reliability of the entire computing platform. Therefore, we have thoroughly studied the virtual machine hopping attack. In addition, we designed the access control model PVMH (Prevent VM hopping) to prevent VM hopping attacks based on the BLP model and the Biba model. Finally, we implemented the model on the Xen platform. The experiments demonstrate that our PVMH module succeeds in preventing VM hopping attack with acceptable loss to virtual machine performance.",Ying Dong; Lei Zhou,Future Internet,2019,10,https://openalex.org/W2923847225,https://www.mdpi.com/1999-5903/11/3/82/pdf?version=1553598786,W2923847225
,Déploiement et application optimisées de la blockchain pour un internet industriel des objets de confiance,"The continued advancement of the Industrial Internet of Things (IIoT) presents promising prospects and numerous opportunities for improving the operational frameworks of industrial systems. However, IIoT architectures face significant challenges, including centralized control, vulnerability to cyber attacks, privacy violations, and data accuracy issues.These challenges create significant obstacles in securing data, which is crucial for the growth of this technology. To address these issues, many researchers suggest integrating blockchain technology as a stable means to safeguard data within IIoT systems.Blockchain's features of distributed storage, decentralization, and immutability offer distinct advantages in data secure storage, identity verification, and access control. Despite these benefits, as IIoT applications diversify and data scales expand, the high resource demand of blockchain systems clashes with the limited resources of IIoT devices, leading to unresolved contradictions and persistent issues within this solution. Existing blockchain architectures still lack anonymous and efficient IIoT identity authentication, with complex encryption and decryption processes inducing excessive system overhead. To address these issues, the thesis builds on prior research to optimize blockchain performance, aiming to resolve the shortcomings and bottlenecks in current blockchain-based IIoT architectures regarding data security protection. Firstly, this thesis introduces a lightweight blockchain-enabled protocol designed for secure data storage in the dynamic IIoT environment. It incorporates bilinear mapping for system initialization, entity registration, and authentication technology to authenticate IIoT entities efficiently and securely, along with an off-chain data storage approach to ensure data integrity with reduced resource consumption.Furthermore, the thesis addresses the limitations of Hyperledger fabric systems in high availability scenarios by proposing Trie-Fabric, which enhances transaction processing through a Directed Acyclic Graph (DAG) based transaction sorting algorithm. This approach significantly reduces terminated transactions, optimizes conflict handling, and increases efficiency by more than 60% in its best case, according to comparative experimental results.To manage the increasingly sophisticated industrial processes and privacy-sensitive data generated by IIoT devices, the thesis proposes a smart contract-assisted access control scheme utilizing the Attribute-Based Access Control (ABAC) model.This scheme, supported by bloom filter components, demonstrates controlled contract execution times, stable system throughput, and a rapid consensus process in real-world simulations, making it highly capable of handling high-throughput and effective consensus even under large-scale request scenarios.Lastly, the thesis introduces the Zero-Knowledge Proof (ZKP) algorithm, which integrates a non-interactive zero-knowledge proof protocol with Ciphertext-Policy Attribute-Based Encryption (CP-ABE) to enhance security and efficiency in IIoT content distribution. Combined with the Distributed Publish-Subscribe IIoT (DPS-IIoT) system using Hyperledger fabric, it significantly improves bandwidth efficiency and overall throughput in IIoT environments.Through comprehensive security performance evaluations and experimental results, this research confirms the protocols' effectiveness in minimizing system overhead, improving storage reliability, and enhancing overall IIoT data management and application security. This thesis provides an in-depth examination of advanced data management protocols and systems for the IIoT, which are crucial for advancing the manufacturing sector. Consequently, this work makes a significant contribution to the field of IIoT data security, offering scalable and robust solutions for current and future industrial systems.",Dun Li,Munich Personal RePEc Archive (Ludwig Maximilian University of Munich),2024,0,https://openalex.org/W4405205794,,W4405205794
10.14257/ijsia.2016.10.11.17,Blacklisting and Forgiving Coarse-grained Access Control for Cloud Computing,"Cloud security is a shared responsibility between cloud providers and users.Reaching to an agreement about the dynamic policies considered for the access control decisionmaking process is not an easy task in cloud computing.Such dynamic policies can be built in a coarse-grained sharing manner between cloud providers and data owners.The trust notation can provide these dynamic policies, based on multiple factors that can accurately compute the user's trust level for the granting access entity.In this paper, we have introduced the formal trust definition, which imports a novel method to provide the basis for granting access.It is based on two factors and their semantic relations which investigate important measures for the cloud environment.Also, a new Blacklisting and Forgiving Coarse-grained Access Control (BF-CAC) model has been proposed.The proposed model supports changing the user's assigned permissions dynamically based on its trust level.In addition, BF-CAC ensures secure resource sharing between potential untrusted tenants.The proposed model has been implemented on our private cloud environment based on OpenStack.Finally, the experimental results have indicated that the trust level is decaying over time, thus no user can be trusted forever.Also, the number of assigned permissions for the same user is dynamically changing with the user's final trust level.",Khaled Riad,International Journal of Security and Its Applications,2016,4,https://openalex.org/W2564153955,https://doi.org/10.14257/ijsia.2016.10.11.17,W2564153955
10.12794/metadc2482477,Scalable Distributed Ledger Paradigms for Secure IoT-Driven Data Management in Smart Cities,"Blockchain has become a cornerstone of trustworthy, decentralised information governance. Consensus protocols and cryptographic linkages guarantee data integrity, immutability, and verifiable provenance, eliminating reliance on a single trusted authority and mitigating data fragmentation. Within smart‑healthcare ecosystems, these capabilities enable the shift from siloed, centralised repositories to distributed, patient‑centric infrastructures. Because clinical data are highly sensitive and strictly regulated, robust assurances of integrity, confidentiality, and fine‑grained authorisation are essential. Integrating blockchain and smart contracts with technologies such as distributed off‑chain storage and the Internet of Medical Things (IoMT) creates a resilient, scalable, and interoperable foundation for next‑generation healthcare data management. This research introduces hChain, a four‑generation family of distributed‑ledger frameworks that progressively strengthen security, intelligence, and scalability in smart‑healthcare environments. hChain 1.0 lays the groundwork with a blockchain architecture that safeguards patient data, supports real‑time clinical telemetry, and enables seamless inter‑institutional exchange. Building on this foundation, hChain 2.0 integrates InterPlanetary File System (IPFS) storage and smart‑contract enforcement to deliver tamper‑proof, fine‑grained access control. hChain 3.0 embeds on‑chain deep‑learning analytics, providing proactive, automated decision support across the care continuum while preserving data integrity. Finally, hChain 4.0 introduces a highly scalable, permissioned ledger augmented by an Attribute‑Based Access Control (ABAC) layer, ensuring dynamic, context‑aware authorisation in complex organisational settings. The results demonstrate practical solutions for transforming data infrastructures from centralised to decentralised architectures, providing techniques that facilitate seamless integration with existing systems while enhancing blockchain scalability and privacy.",Musharraf N. Alruwaill,,2025,0,https://openalex.org/W4415131374,https://digital.library.unt.edu/ark:/67531/metadc2482477/m2/1/high_res_d/Alruwaill.pdf,W4415131374
10.3390/s21196507,"HEAD Metamodel: Hierarchical, Extensible, Advanced, and Dynamic Access Control Metamodel for Dynamic and Heterogeneous Structures","The substantial advancements in information technologies have brought unprecedented concepts and challenges to provide solutions and integrate advanced and self-ruling systems in critical and heterogeneous structures. The new generation of networking environments (e.g., the Internet of Things (IoT), cloud computing, etc.) are dynamic and ever-evolving environments. They are composed of various private and public networks, where all resources are distributed and accessed from everywhere. Protecting resources by controlling access to them is a complicated task, especially with the presence of cybercriminals and cyberattacks. What makes this reality also challenging is the diversity and the heterogeneity of access control (AC) models, which are implemented and integrated with a countless number of information systems. The evolution of ubiquitous computing, especially the concept of Industry 4.0 and IoT applications, imposes the need to enhance AC methods since the traditional methods are not able to answer the increasing demand for privacy and security standards. To address this issue, we propose a Hierarchical, Extensible, Advanced, and Dynamic (HEAD) AC metamodel for dynamic and heterogeneous structures that is able to encompass the heterogeneity of the existing AC models. Various AC models can be derived, and different static and dynamic AC policies can be generated using its components. We use Eclipse (xtext) to define the grammar of our AC metamodel. We illustrate our approach with several successful instantiations for various models and hybrid models. Additionally, we provide some examples to show how some of the derived models can be implemented to generate AC policies.",Nadine Kashmar; Mehdi Adda; Hussein Ibrahim,Sensors,2021,4,https://openalex.org/W3202962879,https://www.mdpi.com/1424-8220/21/19/6507/pdf?version=1633918319,W3202962879
