doi,title,abstract,authors,venue,year,citations,url,pdf_url,paperId
10.1145/3292006.3300048,Dynamic Groups and Attribute-Based Access Control for Next-Generation Smart Cars,"Smart cars are among the essential components and major drivers of future cities and connected world. The interaction among connected entities in this vehicular internet of things (IoT) domain, which also involves smart traffic infrastructure, restaurant beacons, emergency vehicles, etc., offer several real-time applications and provide safer and pleasant driving experience to consumers. With more than 100 million lines of code and hundreds of sensors, these connected vehicles (CVs) expose a large attack surface, which can be remotely compromised and exploited by malicious attackers. Security and privacy are big concerns that deter the adoption of smart cars, which if not properly addressed will have grave implications with risk to human life and limb. In this paper, we present a formalized dynamic groups and attribute-based access control (ABAC) model (referred as CV-ABAC-G) for smart cars ecosystem, where the model not only considers system wide attributes-based security policies but also takes into account the individual user privacy preferences for allowing or denying service notifications, alerts and operations to on-board resources. Further, we introduce a novel notion of groups in vehicular IoT, which are dynamically assigned to moving entities like connected cars, based on their current GPS coordinates, speed or other attributes, to ensure relevance of location and time sensitive notification services, to provide administrative benefits to manage large numbers of entities, and to enable attributes inheritance for fine-grained authorization policies. We present proof of concept implementation of our model in AWS cloud platform demonstrating real-world uses cases along with performance metrics.",Maanak Gupta; James O. Benson; Farhan Patwa; R. Sandhu,Conference on Data and Application Security and Privacy,2019,63,https://www.semanticscholar.org/paper/de9a8db8fd40e571f61f655446869cabb0612a3f,https://dl.acm.org/doi/pdf/10.1145/3292006.3300048,de9a8db8fd40e571f61f655446869cabb0612a3f
10.1109/ICOMICON.2017.8279039,Flexible attribute enriched role based access control model,,Prajapati Barkha; G. Sahani,"International Conference on Innovative Computing, Information and Control",2017,3,https://www.semanticscholar.org/paper/dead20583beaea14ec2d9a5451c2d28c13d0be5a,,dead20583beaea14ec2d9a5451c2d28c13d0be5a
10.1109/ACSAC.2006.53,Using Attribute-Based Access Control to Enable Attribute-Based Messaging,"Attribute based messaging (ABM) enables message senders to dynamically create a list of recipients based on their attributes as inferred from an enterprise database. Such targeted messaging can reduce unnecessary communications and enhance privacy, but faces challenges in access control. In this paper, we explore an approach to ABM based on deriving access control information from the same attribute database exploited by the addressing scheme. We show how to address three key challenges. First, we demonstrate a manageable access control system based on attributes. Second we show how this can be used with existing messaging systems to provide a practical deployment strategy. Third, we show that such a system can be efficient enough to support ABM for mid-size enterprises. Our implementation can dispatch ABM messages approved by XACML review for an enterprise of at least 60,000 users with only seconds of latency",R. Bobba; Omid Fatemieh; Fariba Khan; Carl A. Gunter; H. Khurana,Asia-Pacific Computer Systems Architecture Conference,2006,62,https://www.semanticscholar.org/paper/dec4eed2ebcdcbd1910d37992928881840eb75c1,http://www.acsac.org/2006/papers/126.pdf,dec4eed2ebcdcbd1910d37992928881840eb75c1
10.54021/seesv5n2-590,Secure EHR access in the cloud: an alloy-based formalization of ABAC in ‎‎collaborative and non-collaborative models‎,"The approach proposed in this article integrates the Attribute-Based Access Control (ABAC) ‎model and the Alloy modeling tool to enhance security in cloud environments, whet alher ‎collaborative or non-collaborative. Cloud computing facilitates data management, particularly ‎in collaborative environments that promote teamwork, but this increased flexibility introduces ‎more complex security challenges. In contrast, non-collaborative environments offer stricter ‎access control, thereby improving security while limiting the flexibility of interactions. The ‎ABAC model allows for the definition of fine-grained access policies based on user roles, ‎context, and data sensitivity, making it an ideal solution for protecting Electronic Health ‎Records (EHR). With dynamic access management, only authorized individuals can view or ‎manipulate sensitive data. The use of Alloy enables the formalization and testing of these ‎security policies by simulating different access scenarios to verify the consistency of the rules ‎and understand the trade-offs bet alween security and flexibility. Thus, the combination of ‎ABAC and Alloy provides a robust solution for managing access in complex cloud ‎environments while ensuring optimal protection of sensitive data.‎",Bouadjemi Abdelkrim,STUDIES IN ENGINEERING AND EXACT SCIENCES,2024,2,https://www.semanticscholar.org/paper/dec8e274f38cf90ca7683f487ed005ef21fe042b,https://ojs.studiespublicacoes.com.br/ojs/index.php/sees/article/download/11282/6274,dec8e274f38cf90ca7683f487ed005ef21fe042b
10.1186/s42400-024-00323-8,Privacy-preserving attribute-based access control using homomorphic encryption,"Authentication and access control for Cyber-Physical Systems (CPSs) are pivotal for protecting systems and their users from problems related to harmful actions and the malicious use of retrieved data. In some situations, making access decisions requires using user information, thereby challenging their privacy. Attribute-based access control (ABAC) supports dynamic and context-aware access decisions that are attractive in cyber-physical system environments. However, privacy preservation for access decisions is an open issue for authorization and is not supported by existing ABAC models. For example, if access decisions need to be made based on private attribute values such as health data, the corresponding access control policies need to be revealed. This paper reviews the ABAC, homomorphic encryption (HE), and zero-knowledge proof (ZKP) approaches, confirming the gap in privacy preservation in ABAC. Based on this observation, we further present the application of a new ZKP-based protocol in which ABAC allows for the privacy-preserving evaluation of attributes. This protocol is implemented and evaluated in terms of its performance and security. The evaluation demonstrates that there is a possibility for privacy-preserving ABAC, which may benefit the use of CPS, e.g., in underground and open-pit mines.",Malte Kerl; Ulf Bodin; O. Schelén,Cybersecurity,2025,4,https://www.semanticscholar.org/paper/decade8424bd3b68a6994e3d2ae0cd6660825512,https://doi.org/10.1186/s42400-024-00323-8,decade8424bd3b68a6994e3d2ae0cd6660825512
10.1109/tce.2025.3647569,Hybrid Attribute-Based Access Control Framework for Intelligent Computing in Consumer IIoT,,Wahib Jamal Khan; Weifeng Sun; M. Alanazi; Muhammad Shahid Anwar; Mueen Uddin; Naqash Younas,IEEE transactions on consumer electronics,2025,0,https://www.semanticscholar.org/paper/df153c8e99b61c830c51bc57b3bdd5f058e5f974,,df153c8e99b61c830c51bc57b3bdd5f058e5f974
10.1109/ISPCEM64498.2024.00096,Fine-Grained Access Control System for Multi-User Environments,"With the increasing adoption of cloud computing, data owners often outsource IoT-generated data to cloud servers, especially in multi-user scenarios where scalability is crucial. However, semi-trusted cloud servers may infer sensitive information from these data transfers, and collusion between malicious users and cloud servers could lead to unauthorized access to other users’ data, raising significant privacy concerns. Without ensuring data isolation and enforcing effective permissions management, multi-user environments face risks of data leakage and unauthorized access. To address these challenges, robust access control mechanisms are essential. While traditional methods, such as Role-Based Access Control (RBAC) and Access Control Lists (ACL), are straightforward to implement, they lack scalability and flexibility, making them unsuitable for dynamic, multi-user scenarios. In contrast, Attribute-Based Access Control (ABAC) provides flexible and fine-grained access management, well-suited to such environments. We propose a Fine-Grained Access Control (FGAC) system based on ABAC to ensure efficient and adaptable access management in multi-user cloud environments, incorporating attribute-based encryption to enhance data security in untrusted cloud infrastructures.",Kai Cao; Zhe Wang,"2024 4th International Signal Processing, Communications and Engineering Management Conference (ISPCEM)",2024,1,https://www.semanticscholar.org/paper/df23dd34587e42c0c053691cb28d5d21c5d4f3b7,,df23dd34587e42c0c053691cb28d5d21c5d4f3b7
10.1002/spe.3250,Contextual attribute‐based access control scheme for cloud storage using blockchain technology,"Access control of data that are outsourced to cloud storage is a challenging problem because data owners lose direct control over outsourced data. Attribute‐based encryption (ABE) is a potential cryptographic solution to provide confidentiality and flexible sharing of these outsourced data. However, the traditional ABE schemes do not meet the need of the current dynamic environment where data access not only considers the user's static and inherent attributes but also takes the user's contextual information such as location and time of access. This paper presents an improved ABE scheme using blockchain technology that can handle the frequently changing location and time attributes of data users efficiently, leading to support for fine‐grained access control of cloud storage embedding contextual information in the access policy of ABE. A prototype implementation of the proposed ABE scheme using solidity on the Ethereum platform and the experimental evaluation in terms of performance and execution cost shows a promising result.",Suryakanta Panda; Swagatika Sahoo; Raju Halder; S. Mondal,"Software, Practice & Experience",2023,6,https://www.semanticscholar.org/paper/df2fb0ca080423bb28b57455f61338ad6decf5b2,,df2fb0ca080423bb28b57455f61338ad6decf5b2
10.1109/ICISS48059.2019.8969807,Blockchain and smart-contract for scalable access control in Internet of Things,"Managing security access control has been becoming one of the open issues in Internet of Things (IoT) since the idea of IoT was introduced. The reasons being that the IoT system is built upon large numbers of constrained devices, with limited power, computing resources, and memory. Therefore, the access management needs to be highly distributed in order to ensure the scalability when many IoT nodes are connected in the system, and the cryptographic operation and other algorithms performed along with the access control mechanism have to be lightweight to fit the constrained device characteristics of IoT. The existing access controls proposed for IoT, such as Role-based Access Control (RBAC), Attribute-based Access Control (ABAC) and Capability-based Access Control (CapBAC) are not truly distributed. As for the resource limitation in the IoT devices, recent developments of more powerful microprocessors or System on Chip (SoC) allow advanced cryptographic implementation on the chip itself, e.g. public key cryptography, with the cost of performance degradation. Recently, blockchain technology which is based on distributed ledger system, gains a lot of attention from the industries and researchers. Coupled with the smart contract and various distributed consensus mechanisms, blockchain can be a good solution for providing distributed access control in IoT. This paper proposed an architecture and mechanism of blockchain and smart-contract based access control for IoT. A proof-of-concept is implemented to validate the proposed idea and its performance is evaluated to gain some preliminary sights for further developments.",Dwiyan Rezkia Putra; Bayu Anggorojati; Ardhi Putra Pratama Hartono,International Conferences on Information Science and System,2019,19,https://www.semanticscholar.org/paper/df3c39f1ec80f45c5c9f9364310478ef2b7c73df,,df3c39f1ec80f45c5c9f9364310478ef2b7c73df
10.3390/computers14100420,Machine Learning-Driven Security and Privacy Analysis of a Dummy-ABAC Model for Cloud Computing,"The Attribute-Based Access Control (ABAC) model provides access control decisions based on subject, object (resource), and contextual attributes. However, the use of sensitive attributes in access control decisions poses many security and privacy challenges, particularly in cloud environment where third parties are involved. To address this shortcoming, we present a novel privacy-preserving Dummy-ABAC model that obfuscates real attributes with dummy attributes before transmission to the cloud server. In the proposed model, only dummy attributes are stored in the cloud database, whereas real attributes and mapping tokens are stored in a local machine database. Only dummy attributes are used for the access request evaluation in the cloud, and real data are retrieved in the post-decision mechanism using secure tokens. The security of the proposed model was assessed using a simulated threat scenario, including attribute inference, policy injection, and reverse mapping attacks. Experimental evaluation using machine learning classifiers (“DecisionTree” DT, “RandomForest” RF), demonstrated that inference accuracy dropped from ~0.65 on real attributes to ~0.25 on dummy attributes confirming improved resistance to inference attacks. Furthermore, the model rejects malformed and unauthorized policies. Performance analysis of dummy generation, token generation, encoding, and nearest-neighbor search, demonstrated minimal latency in both local and cloud environments. Overall, the proposed model ensures an efficient, secure, and privacy-preserving access control in cloud environments.",Baby Marina; Irfana Memon; Fizza Abbas Alvi; Ubaidullah Rajput; M. Nabi,De Computis,2025,0,https://www.semanticscholar.org/paper/df52fdc1aaeb7700db1d4e6b1d5fed0491c291b0,,df52fdc1aaeb7700db1d4e6b1d5fed0491c291b0
10.5121/CSIT.2019.90410,Enhancing the Wordpress System: From Role to Attribute-Based Access Control,,Lifeng Cao; Jia Ying; Amir H. Chinaei,,2019,0,https://www.semanticscholar.org/paper/dfa2064f25cd6dcea0c8ba40ec38d1975f07560b,,dfa2064f25cd6dcea0c8ba40ec38d1975f07560b
10.3233/JHS-190613,Symmetric key-based patient controlled secured electronic health record management protocol,"In our progressive era of technology, digitization is becoming the link between businesses, people, processes, and data. Since digitization is now a common practice for storing and retrieving data, Electronic Health Record (EHR) management services are rapidly becoming popular as it allows users to store and access their data anywhere at any time. EHR management is bringing many benefits including easy storage, cost effectiveness, shareable with health professionals to a remote location, etc. However it is very challenging to adopt cloud-based EHR services, due to the risk of data breaches and the resulting compromise of patient data. Since EHR stores very sensitive data, a number of security properties including privacy, secrecy, integrity, authenticity and availability of data must be ensured during data transmission, storing and sharing with health professionals. In this study, we have studied symmetric key based technique in designing EHR management protocol. The protocol allows the patient to handle the responsibility of authorizing data access, thus this is a patient-centric protocol. Attributes (e.g., specialization, location, affiliated hospital, etc.) of a health professional is used to delegate access to EHR of a patient, and thus attribute-based access control has been achieved. The protocol we have designed is then validated using AVISPA, an industry-strength security protocol validation tool. AVISPA has confirmed our protocol free from known attacks and confirmed the desired security properties as well.",S. Farzana; S. Islam,J. High Speed Networks,2019,3,https://www.semanticscholar.org/paper/e025342526f34e46b94523c6065c3e52b209191a,,e025342526f34e46b94523c6065c3e52b209191a
10.1186/s13638-022-02122-6,A blockchain-based secure storage scheme for medical information,"Medical data involves a large amount of personal information and is highly privacy sensitive. In the age of big data, the increasing informatization of healthcare makes it vital that medical information is stored securely and accurately. However, current medical information is subject to the risk of privacy leakage and difficult to share. To address these issues, this paper proposes a healthcare information security storage solution based on hyperledger fabric and the attribute-based access control framework. The scheme first utilizes attribute-based access control, which allows dynamic and fine-grained access to medical information, and then stores the medical information in the blockchain, which can be secured and tamper-proof by formulating corresponding smart contracts. In addition, this solution also incorporates IPFS technology to relieve the storage pressure of the blockchain. Experiments show that the proposed scheme combining access control of attributes and blockchain technology in this paper can not only ensure the secure storage and integrity of medical information but also has a high throughput when accessing medical information",Zhijie Sun; Dezhi Han; Dun Li; Xiangsheng Wang; C. Chang; Zhongdai Wu,EURASIP Journal on Wireless Communications and Networking,2022,61,https://www.semanticscholar.org/paper/e04b17849020bbbcfefb7a180fea5ce75dd6043f,https://jwcn-eurasipjournals.springeropen.com/track/pdf/10.1186/s13638-022-02122-6,e04b17849020bbbcfefb7a180fea5ce75dd6043f
10.1016/j.jisa.2024.103851,Role and attribute-based access control scheme for decentralized medicine supply chain,,Jigna J. Hathaliya; Sudeep Tanwar,Journal of Information Security and Applications,2024,3,https://www.semanticscholar.org/paper/e092a6053ad844f513171f666c72714b8bcc9ede,,e092a6053ad844f513171f666c72714b8bcc9ede
10.1109/itpro.2014.7029297,Attribute based access control definition and considerations (NIST special publication 800-162) and attribute assurance,,,2014 IT Professional Conference,2014,3,https://www.semanticscholar.org/paper/e09787c07a454a13cf0c4a2a79fefa62527019f4,,e09787c07a454a13cf0c4a2a79fefa62527019f4
10.20944/preprints202202.0106.v1,AccessChain: An access control framework to protect data access in blockchain enabled supply chain,"In recent years supply chains have evolved into huge ecosystems, demanding trust, provenance, and data privacy. Since blockchain technology (BCT) allows for the development of a distributed environment, it is ideal for supply chain management (SCM) applications. However, concerns regarding data privacy have impeded the development of blockchains. Despite the fact that some blockchains can restrict participants to read and write data, the blockchain’s transparency makes protecting sensitive data challenging. To solve the data privacy challenge, this paper proposes a framework, AccessChain, that is an SCM access control framework based on an attribute-based access control (ABAC) model that restricts access to competing parties while allowing for network scalability. This proposed AccessChain model has two types of ledgers in the system: local and global. Local ledgers are used to store business contracts between stakeholders and the ABAC model management, whereas the global ledger is used to record transaction data. AccessChain can enable decentralized, fine-grained and dynamic access control management in SCM when combined with the ABAC model and BCT. This paper’s experimental results illustrate that high throughput can be achieved in a large-scale request environment while maintaining data privacy and sustaining a scalable network.",Aaliya Sarfaraz; R. Chakrabortty; D. Essam,Future generations computer systems,2022,34,https://www.semanticscholar.org/paper/e131bc8633bfef90bf5f06f715271e5b9249b501,https://doi.org/10.1016/j.future.2023.06.009,e131bc8633bfef90bf5f06f715271e5b9249b501
10.52326/ic-ecco.2022/sec.03,Attribute-Based Encryption for Weighted Threshold Access Structures,"Access control is a fundamental security component in a system, especially in rapidly developing domains such as the cloud or the Internet of Things. The nature of these domains renders formerly acclaimed access control techniques inefficient in environments that are distributed and need highly scalable solutions. Attribute-based access control offers a multitude of advantages, especially through its cryptographic implementation, attribute-based encryption. Weighted threshold access structures are structures that closely cover real-life scenarios and have high applicability in practice as access control policies.",Alexandra-Ina Butnaru,"Proceedings of the 12th International Conference on “Electronics, Communications and Computing""",2022,0,https://www.semanticscholar.org/paper/e176b18ec63127d5961fae87470486da8b80a85c,http://repository.utm.md/bitstream/5014/21842/1/Int-conf-ECCO-2022-p125-129.pdf,e176b18ec63127d5961fae87470486da8b80a85c
,Attribute-based access control model using semantic Web technologies,,Hong Fan,,2007,0,https://www.semanticscholar.org/paper/e1ca85966467e8ca337b7408c2f0c6da3ba023d8,,e1ca85966467e8ca337b7408c2f0c6da3ba023d8
10.1109/CLOUD.2018.00081,(WIP) Blockhub: Blockchain-Based Software Development System for Untrusted Environments,"To ensure integrity, trust, immutability and authenticity of software and information (cyber data, user data and attack event data) in a collaborative environment, research is needed for cross-domain data communication, global software collaboration, sharing, access auditing and accountability. Blockchain technology can significantly automate the software export auditing and tracking processes. It allows to track and control what data or software components are shared between entities across multiple security domains. Our blockchain-based solution relies on role-based and attribute-based access control and prevents unauthorized data accesses. It guarantees integrity of provenance data on who updated what software module and when. Furthermore, our solution detects data leakages, made behind the scene by authorized blockchain network participants, to unauthorized entities. Our approach is used for data forensics/provenance, when the identity of those entities who have accessed/ updated/ transferred the sensitive cyber data or sensitive software is determined. All the transactions in the global collaborative software development environment are recorded in the blockchain public ledger and can be verified any time in the future. Transactions can not be repudiated by invokers. We also propose modified transaction validation procedure to improve performance and to protect permissioned IBM Hyperledger-based blockchains from DoS attacks, caused by bursts of invalid transactions.",D. Ulybyshev; Miguel Villarreal-Vasquez; B. Bhargava; Ganapathy Mani; S. Seaberg; Paul Conoval; Robert Pike; Jason Kobes,IEEE International Conference on Cloud Computing,2018,23,https://www.semanticscholar.org/paper/e2025f2232a490ef0ca94892ae7991958d44d3f4,,e2025f2232a490ef0ca94892ae7991958d44d3f4
10.1145/3041048.3041055,Attribute Based Access Control for Healthcare Resources,,Subhojeet Mukherjee; I. Ray; H. Shirazi; Toan C Ong; M. Kahn,ABAC '17,2017,23,https://www.semanticscholar.org/paper/e2296a972ea8008ff80ece672028abda09fe4258,,e2296a972ea8008ff80ece672028abda09fe4258
10.1007/978-3-319-61176-1_6,Fast Distributed Evaluation of Stateful Attribute-Based Access Control Policies,"Separation of access control logic from other components of applications facilitates uniform enforcement of policies across applications in enterprise systems. This approach is popular in attribute-based access control (ABAC) systems and is embodied in the XACML standard. For this approach to be practical in an enterprise system, the access control decision engine must be scalable, able to quickly respond to access control requests from many concurrently running applications. This is especially challenging for stateful (also called history-based) access control policies, in which access control requests may trigger state updates. This paper presents an policy evaluation algorithm for stateful ABAC policies that achieves high throughput by distributed processing, using a specialized multi-version concurrency control scheme to deal with possibly conflicting concurrent updates. The algorithm is especially designed to achieve low latency, by minimizing the number of messages on the critical path of each access control decision.",Thang Bui; S. Stoller; Shikhar Sharma,Database Security,2017,4,https://www.semanticscholar.org/paper/e235ebde389fc1e4b856d0094783dae2ac5a56f3,https://hal.inria.fr/hal-01684356/document,e235ebde389fc1e4b856d0094783dae2ac5a56f3
,Hybrid Access Control Model in Semantic Web,,S. Verma; Suresh Kumar; Manjeet Singh,,2012,6,https://www.semanticscholar.org/paper/e266034e425943fd92f6fa1444e1f0fb5f58c63f,,e266034e425943fd92f6fa1444e1f0fb5f58c63f
10.1109/ICSTE63875.2024.00023,Threat Landscape Navigation: Mitigating Risks Through Integrated Mobile App Protection,"Current literature investigates security issues with mobile applications in networked systems. By offering a multi-layered security plan that combines tried-and-true methods with Runtime Application Self-protection (RASP), this study expands on what is already known. RASP provides real-time attack detection and mitigation capabilities by continually monitoring mobile applications during runtime. This proactive strategy is meant to supplement more conventional techniques such as code hardening and access control. This study explores how mobile threats are changing and emphasizes how malware and data breaches are becoming more sophisticated. After that, it examines the security threats brought about by system integration, paying particular attention to the expanded attack surface and communication flaws. The study offers a thorough security framework that combines secure communication protocols (HTTPS), strong access control models (ABAC, STRBAC), and RASP to address these issues. Organizations can greatly improve the resilience of their mobile applications in networked environments by combining these few tactics. To set itself apart, this paper promotes a multi-layered defense strategy that incorporates RASP and offers insightful information to developers and businesses looking to enhance mobile application security in the complicated digital environment of today.",Mary Jane C. Samonte; Aaron B. Chicano; Riel C. Victorio,International Conference on Software Technology and Engineering,2024,0,https://www.semanticscholar.org/paper/e27e857908f96b21770cb5130f0efd6a719c61ec,,e27e857908f96b21770cb5130f0efd6a719c61ec
10.48550/arXiv.2510.19324,Authorization of Knowledge-base Agents in an Intent-based Management Function,"As networks move toward the next-generation 6G, Intent-based Management (IbM) systems are increasingly adopted to simplify and automate network management by translating high-level intents into low-level configurations. Within these systems, agents play a critical role in monitoring current state of the network, gathering data, and enforcing actions across the network to fulfill the intent. However, ensuring secure and fine-grained authorization of agents remains a significant challenge, especially in dynamic and multi-tenant environments. Traditional models such as Role-Based Access Control (RBAC), Attribute-Based Access Control (ABAC) and Relational-Based Access Control (RelBAC) often lack the flexibility to accommodate the evolving context and granularity required by intentbased operations. In this paper, we propose an enhanced authorization framework that integrates contextual and functional attributes with agent roles to achieve dynamic, policy-driven access control. By analyzing agent functionalities, our approach ensures that agents are granted only the minimal necessary privileges towards knowledge graphs.",Loay Abdelrazek; Leyli Karaçay; Marin Orlic,arXiv.org,2025,0,https://www.semanticscholar.org/paper/e2a03b41c5aac777e2a820a9cc62f6ea17ba066f,,e2a03b41c5aac777e2a820a9cc62f6ea17ba066f
10.1109/CBI62504.2024.00026,A Zero Trust Single Sign-On Framework with Attribute-Based Access Control,"Authentication, authorization, and access control are fundamental functionalities that are crucial for network infrastructures and software applications. These functionalities work together to create a fundamental security layer that allows administrative entities to control user actions. Implementing a security layer may be simple for basic applications, but as modern digital infrastructures become more complex, more advanced security systems are needed. Traditional perimeter-based security models, long relied upon for securing large networks, exhibit vulnerabilities and lack adaptability to modern architectures. As technology advances, there is a growing demand for new authentication and authorization systems to keep up with the changes. Zero Trust (ZT) emerges as a paradigm embodying such principles and concepts for constructing contemporary security systems. This paper introduces a ZT-based Single SignOn (SSO) framework to demonstrate how ZT can be realized in multi-service environments using Attribute-Based Access Control (ABAC). A prototype is developed to show the feasibility and applicability of the proposed framework in a smart city context.",Daniel Kaltenböck; Ilir Murturi; S. Dustdar,Conference on Business Informatics,2024,3,https://www.semanticscholar.org/paper/e2c531d9c5d09a6db6be410aa7e24c705247e09d,https://zenodo.org/records/13254832/files/CR_Zero_Trust_Single_Sign_on___IEEE_Conf.pdf,e2c531d9c5d09a6db6be410aa7e24c705247e09d
10.1109/TIFS.2017.2771492,Specification and Verification of Separation of Duty Constraints in Attribute-Based Access Control,,S. Jha; S. Sural; V. Atluri; Jaideep Vaidya,IEEE Transactions on Information Forensics and Security,2018,28,https://www.semanticscholar.org/paper/e2c909f8a01d6857a6065675d260a3c7e63f0c9d,,e2c909f8a01d6857a6065675d260a3c7e63f0c9d
10.1109/ICOECA62351.2024.00032,Enhanced Blockchain Based Decentralized Public Auditing for Cloud Storage,"Considering the development of cloud computing, customers' data may now be accessed remotely from any location via an online cloud server. Thanks to cloud services, users can experience the great ease of on-demand cloud apps, which don't take into account local infrastructure constraints. Since various users may be working together while accessing the data, data sharing becomes essential to achieving beneficial outcomes. In order to ensure that a user's private data cannot be read by unauthorized parties, the current PriCloud security solutions mostly concentrate on authentication. They overlook a small privacy issue, though, which occurs when a user asks the cloud server to look for ways to share data with other users. Additionally, there is PriCloud, which uses blockchain-based private payments and anonymous storage smart contracts to let customers pay their storage providers without giving up their privacy. Whether or not the challenged access request is successful in obtaining the necessary data access rights, it may nevertheless disclose the user's privacy. To address the aforementioned privacy issue for cloud storage, we propose in this work a Privacy-Preserving Authentication Protocol with Shared Authority (PPAPS). The matching method for anonymous access requests in the PP APS allows for shared access authority while taking security and privacy into account. The second stage guarantees a user can access just their own information fields by implementing attribute-based access control. Lastly, the cloud server uses proxy re-encryption to facilitate sharing of data between different users.",S. Shabu; Delphia. J; Preethi. A; D. Poornima; K. Karunya; G. S,2024 International Conference on Expert Clouds and Applications (ICOECA),2024,2,https://www.semanticscholar.org/paper/e2e7b7e6568517aa6358231bbac2a96c9edfd89a,,e2e7b7e6568517aa6358231bbac2a96c9edfd89a
10.3390/electronics11010167,Fine Grained Access Control Based on Smart Contract for Edge Computing,"Traditional centralized access control faces data security and privacy problems. The core server is the main target to attack. Single point of failure risk and load bottleneck are difficult to solve effectively. And the third-party data center cannot protect data owners. Traditional distributed access control faces the problem of how to effectively solve the scalability and diversified requirements of IoT (Internet of Things) applications. SCAC (Smart Contract-based Access Control) is based on ABAC (Attributes Based Access Control) and RBAC (Role Based Access Control). It can be applied to various types of nodes in different application scenarios that attributes are used as basic decision elements and authorized by role. The research objective is to combine the efficiency of service orchestration in edge computing with the security of consensus mechanism in blockchain, making full use of smart contract programmability to explore fine grained access control mode on the basis of traditional access control paradigm. By designing SSH-based interface for edge computing and blockchain access, SCAC parameters can be found and set to adjust ACLs (Access Control List) and their policies. The blockchain-edge computing combination is powerful in causing significant transformations across several industries, paving the way for new business models and novel decentralized applications. The rationality on typical process behavior of management services and data access control be verified through CPN (Color Petri Net) tools 4.0, and then data statistics on fine grained access control, decentralized scalability, and lightweight deployment can be obtained by instance running in this study. The results show that authorization takes into account both security and efficiency with the “blockchain-edge computing” combination.",Yongxu Zhu; Xiao Wu; Zhihui Hu,Electronics,2022,12,https://www.semanticscholar.org/paper/e3009bb9a4907f41d0a26f6a9fe653728af3d336,https://www.mdpi.com/2079-9292/11/1/167/pdf?version=1641386988,e3009bb9a4907f41d0a26f6a9fe653728af3d336
10.1145/3374664.3375725,Admin-CBAC: An Administration Model for Category-Based Access Control,"We present Admin-CBAC, an administrative model for Category- Based Access Control (CBAC). Since most of the access control models in use nowadays are instances of CBAC, in particular the popular RBAC and ABAC models, from Admin-CBAC we derive administrative models for RBAC and ABAC too. We define Admin- CBAC using Barker's metamodel, and use its axiomatic semantics to derive properties of administrative policies. Using an abstract operational semantics for administrative actions, we show how properties (such as safety, liveness and effectiveness of policies) and constraints (such as separation of duties) can be checked, and discuss the impact of policy changes. Although the most interesting properties of policies are generally undecidable in dynamic access control models, we identify particular cases where reachability based properties are decidable and can be checked using our operational semantics, generalising previous results for RBAC and ABACalpha.",Clara Bertolissi; M. Fernández; B. Thuraisingham,Conference on Data and Application Security and Privacy,2020,4,https://www.semanticscholar.org/paper/e3878cc9ce6f143f8fd8c16e304da89d8bfe2c12,,e3878cc9ce6f143f8fd8c16e304da89d8bfe2c12
10.17758/ur.u0315254,Ensuring Fine-Grained Authorized Access Control for Healthcare Applications on Cloud Provisioned Platform,,Phyu Hnin Thike; N. Oo,,2015,2,https://www.semanticscholar.org/paper/e39e631cf134d08ab6d2df2e1a4d22dad6f403a3,https://doi.org/10.17758/ur.u0315254,e39e631cf134d08ab6d2df2e1a4d22dad6f403a3
,"From Real-world Identities to Privacy-preserving and Attribute-based CREDentials for Device-centric Access Control WP5 – Attribute-Based Access Control Deliverable D5.3 “Advanced Extensions: cryptographic attribute management, learning algorithms for complex ABAC reasoning, and privacy awareness too",,,,2018,0,https://www.semanticscholar.org/paper/e3e9d045e6b333e8fcb26b932304221755965ce5,,e3e9d045e6b333e8fcb26b932304221755965ce5
10.37745/ejcsit.2013/vol13n453746,Cloud-Native Data Governance in AI Personalization: A Framework for Integrating Consent Management and Access Control,"The rapid adoption of artificial intelligence in personalization systems has created unprecedented challenges in data governance within cloud-native environments. As organizations increasingly rely on AI for delivering tailored user experiences, the need for robust frameworks that address privacy concerns and regulatory compliance has become critical. This article presents a comprehensive framework integrating consent management and data access control within cloud-native architectures. The framework addresses key challenges in maintaining performance at scale while enforcing comprehensive access controls, ensuring consistency across distributed consent management systems, and handling edge cases in AI processing pipelines. Through innovative approaches to encryption, attribute-based access control, and dynamic policy enforcement, organizations can achieve significant improvements in security posture, operational efficiency, and user privacy protection. The integration of these components enables enterprises to deliver personalized experiences while maintaining strict compliance with evolving data protection regulations across multiple jurisdictions, ultimately fostering trust and transparency in AI-driven systems.",Chaitra Vatsavayi,European journal of computer science and information technology,2025,0,https://www.semanticscholar.org/paper/e3f285c6af0871e0fdefa99127987468d43c06ae,,e3f285c6af0871e0fdefa99127987468d43c06ae
